title,abstract,publish_time,journal,authors,year,abstract_word_count,title_word_count
COVID-19 clinical study: 874,This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. ,2020-06-13,Science,Researcher 874 et al.,2020,18,4
COVID-19 genetics study: 875,This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. ,2022-07-17,Nature Medicine,Researcher 875 et al.,2022,24,4
COVID-19 public health study: 876,This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. ,2021-02-12,PLoS One,Researcher 876 et al.,2021,12,5
COVID-19 diagnostic study: 877,This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. This study investigates COVID-19 clinical aspects. ,2020-10-18,Science,Researcher 877 et al.,2020,18,4
COVID-19 vaccine study: 878,This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. ,2021-11-11,PLoS One,Researcher 878 et al.,2021,24,4
COVID-19 treatment study: 879,This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. ,2020-03-18,PLoS One,Researcher 879 et al.,2020,28,4
COVID-19 clinical study: 880,This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. ,2022-05-27,Nature Medicine,Researcher 880 et al.,2022,24,4
COVID-19 public health study: 881,This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. ,2021-06-25,New England Journal of Medicine,Researcher 881 et al.,2021,24,5
COVID-19 epidemiology study: 882,This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. ,2022-10-12,The Lancet,Researcher 882 et al.,2022,24,4
COVID-19 economic study: 883,This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. ,2020-04-07,Science,Researcher 883 et al.,2020,18,4
COVID-19 genetics study: 884,This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. ,2021-02-26,Cell,Researcher 884 et al.,2021,18,4
COVID-19 diagnostic study: 885,This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. ,2022-11-27,New England Journal of Medicine,Researcher 885 et al.,2022,18,4
COVID-19 mental health study: 886,This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. ,2022-08-07,MedRxiv,Researcher 886 et al.,2022,18,5
COVID-19 genetics study: 887,This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. ,2022-07-14,The Lancet,Researcher 887 et al.,2022,12,4
COVID-19 epidemiology study: 888,This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. ,2022-08-12,Science,Researcher 888 et al.,2022,18,4
COVID-19 economic study: 889,This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. ,2020-11-17,BioRxiv,Researcher 889 et al.,2020,24,4
COVID-19 epidemiology study: 890,This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. ,2022-01-24,JAMA,Researcher 890 et al.,2022,24,4
COVID-19 vaccine study: 891,This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. ,2020-08-05,The Lancet,Researcher 891 et al.,2020,21,4
COVID-19 clinical study: 892,This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. ,2021-04-22,Cell,Researcher 892 et al.,2021,24,4
COVID-19 diagnostic study: 893,This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. This study investigates COVID-19 genetics aspects. ,2020-12-05,Journal of Medical Virology,Researcher 893 et al.,2020,18,4
COVID-19 virology study: 894,This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. ,2021-07-16,BMJ,Researcher 894 et al.,2021,24,4
COVID-19 clinical study: 895,This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. ,2021-10-07,PLoS One,Researcher 895 et al.,2021,12,4
COVID-19 virology study: 896,This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. ,2020-04-05,BMJ,Researcher 896 et al.,2020,12,4
COVID-19 economic study: 897,This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. ,2020-03-15,New England Journal of Medicine,Researcher 897 et al.,2020,18,4
COVID-19 public health study: 898,This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. ,2022-04-19,Journal of Medical Virology,Researcher 898 et al.,2022,18,5
COVID-19 mental health study: 899,This study investigates COVID-19 mental health aspects. This study investigates COVID-19 mental health aspects. This study investigates COVID-19 mental health aspects. ,2020-10-21,PLoS One,Researcher 899 et al.,2020,21,5
COVID-19 treatment study: 900,This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. ,2020-11-23,Science,Researcher 900 et al.,2020,28,4
COVID-19 clinical study: 901,This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. ,2020-04-25,New England Journal of Medicine,Researcher 901 et al.,2020,18,4
COVID-19 diagnostic study: 902,This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. ,2021-04-02,Cell,Researcher 902 et al.,2021,12,4
COVID-19 epidemiology study: 903,This study investigates COVID-19 mental health aspects. This study investigates COVID-19 mental health aspects. This study investigates COVID-19 mental health aspects. This study investigates COVID-19 mental health aspects. ,2021-02-05,Nature Medicine,Researcher 903 et al.,2021,28,4
COVID-19 diagnostic study: 904,This study investigates COVID-19 mental health aspects. This study investigates COVID-19 mental health aspects. This study investigates COVID-19 mental health aspects. ,2021-04-13,Science,Researcher 904 et al.,2021,21,4
COVID-19 economic study: 905,This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. ,2022-07-02,The Lancet,Researcher 905 et al.,2022,24,4
COVID-19 virology study: 906,This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. This study investigates COVID-19 virology aspects. ,2020-11-22,Nature Medicine,Researcher 906 et al.,2020,24,4
COVID-19 epidemiology study: 907,This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. ,2020-04-22,New England Journal of Medicine,Researcher 907 et al.,2020,18,4
COVID-19 treatment study: 908,This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. ,2022-04-09,The Lancet,Researcher 908 et al.,2022,24,4
COVID-19 treatment study: 909,This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. ,2022-03-19,Cell,Researcher 909 et al.,2022,12,4
COVID-19 clinical study: 910,This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. ,2021-06-20,MedRxiv,Researcher 910 et al.,2021,12,4
COVID-19 economic study: 911,This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. This study investigates COVID-19 public health aspects. ,2022-09-20,BMJ,Researcher 911 et al.,2022,28,4
COVID-19 public health study: 912,This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. ,2020-04-18,The Lancet,Researcher 912 et al.,2020,18,5
COVID-19 economic study: 913,This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. This study investigates COVID-19 epidemiology aspects. ,2021-05-20,BMJ,Researcher 913 et al.,2021,24,4
COVID-19 virology study: 914,This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. ,2022-11-05,PLoS One,Researcher 914 et al.,2022,12,4
COVID-19 diagnostic study: 915,This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. This study investigates COVID-19 diagnostic aspects. ,2021-10-04,JAMA,Researcher 915 et al.,2021,24,4
COVID-19 treatment study: 916,This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. This study investigates COVID-19 vaccine aspects. ,2020-12-02,Nature,Researcher 916 et al.,2020,24,4
COVID-19 diagnostic study: 917,This study investigates COVID-19 treatment aspects. This study investigates COVID-19 treatment aspects. ,2020-10-09,Science,Researcher 917 et al.,2020,12,4
COVID-19 diagnostic study: 918,This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. This study investigates COVID-19 economic aspects. ,2021-07-04,Nature,Researcher 918 et al.,2021,24,4
